LABORATÓRIO	REGISTRO	EAN 1	PRODUTO	APRESENTAÇÃO
MYRALIS INDUSTRIA FARMACEUTICA LTDA	1146200430017	7898430195204	MYFOS	5,631 G GRAN SOL OR CT ENV PLAS PEBD/AL/PLAS PEBD/PAP OPC
MYRALIS INDUSTRIA FARMACEUTICA LTDA	1146200430025	7898430195211	MYFOS	5,631 G GRAN SOL OR CT 2 ENV PLAS PEBD/AL/PLAS PEBD/PAP OPC
PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A	1171700820011	7898014566932	FOSFOMICINA TROMETAMOL	5,631 G GRAN SOL OR CT ENV AL/PLAS PES/PE OPC
PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A	1171700820028	7898014566949	FOSFOMICINA TROMETAMOL	5,631 G GRAN SOL OR CT ENV AL/PLAS PES/PE OPC X 2
PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A	1171700830015	7898014568004	FOSMORYL	5,631 G GRAN SOL OR CT ENV AL/PLAS PES/PE OPC
PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A	1171700830023	7898014568011	FOSMORYL	5,631 G GRAN SOL OR CT ENV AL/PLAS PES/PE OPC X 2
PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A	1171700840010	7898014568271	FOSFOMICINA TROMETAMOL	5,631 G GRAN SOL OR CT ENV AL/PLAS PES/PE OPC
PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A	1171700840029	7898014568288	FOSFOMICINA TROMETAMOL	5,631 G GRAN SOL OR CT ENV AL/PLAS PES/PE OPC X 2
EXELTIS LABORATORIO FARMACEUTICO LTDA	1356400120011	7908134200736	VIZURIA	5,631 G GRAN SOL OR CT ENV AL/PLAS PE/PAP
EXELTIS LABORATORIO FARMACEUTICO LTDA	1356400120021	7908134200743	VIZURIA	5,631 G GRAN SOL OR CT ENV AL/PLAS PE/PAP X 2
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565101240017	7908950000213	CYSTOREN	5,631 G GRAN SOL OR CT ENV AL/PLAS PES/PE OPC
ZYDUS NIKKHO FARMACÊUTICA LTDA	1565101240025	7908950000220	CYSTOREN	5,631 G GRAN SOL OR CT ENV AL/PLAS PES/PE OPC X 2
TEVA FARMACÊUTICA LTDA.	1557300380020	7898587900744	FULVESTRANTO	50 MG/ML SOL INJ IM CT 2 SER PREENC VD TRANS DESCART X 5 ML + 2 AGU
TEVA FARMACÊUTICA LTDA.	1557300410027	7898587900706	SUPRENIQ	50 MG/ML SOL INJ IM CT 2 SER PREENC VD TRANS DESCART X 5 ML + 2 AGU
LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A - LAFEPE	1018301500019	7893314200784	FUMARATO DE TENOFOVIR DESOPROXILA	300 MG COM REV FR PLAS OPC X 30
GLENMARK FARMACÊUTICA LTDA	1101302730011	7897473206540	DERMOTIL FUSID	1 MG/G + 20 MG/G CREM DERM CT BG AL X 10 G
SANOFI MEDLEY FARMACÊUTICA LTDA.	1832603560010	7891058431037	LASIX	40 MG COM CT BL AL PLAS TRANS X 20 
EUROFARMA LABORATORIOS S.A.	1004315300033	7891317043278	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS TRANS X 30
EUROFARMA LABORATORIOS S.A.	1004315300041	7891317043285	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS TRANS X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004705940029	7897595622358	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS TRANS X 30
EMS S/A	1023507580030	7896004713250	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS OPC X 30
EMS S/A	1023507580219	7896004713267	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS OPC X 30
EMS S/A	1023509650044	7896004727028	GABAPENTINA	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 27
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057306260017	7896181904946	GABAPENTINA	300 MG CAP  DURA CT BL AL PLAS PVC/PVDC  TRANS X 30
GERMED FARMACEUTICA LTDA	1058310060017	7896004785035	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS OPC X 10  
GERMED FARMACEUTICA LTDA	1058310060025	7896004785042	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS OPC X 20
GERMED FARMACEUTICA LTDA	1058310060033	7896004713274	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS OPC X 30
GERMED FARMACEUTICA LTDA	1058310060041	7896004785059	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS OPC X 40
GERMED FARMACEUTICA LTDA	1058310060051	7896004785066	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS OPC X 60
GERMED FARMACEUTICA LTDA	1058310060076	7896004785073	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS OPC X 10   
GERMED FARMACEUTICA LTDA	1058310060084	7896004785080	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS OPC X 20
GERMED FARMACEUTICA LTDA	1058310060106	7896004785097	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS OPC X 40
GERMED FARMACEUTICA LTDA	1058310060114	7896004785103	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS OPC X 60
GERMED FARMACEUTICA LTDA	1058310190018	7896004786865	GABAPENTINA	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 6
GERMED FARMACEUTICA LTDA	1058310190026	7896004786872	GABAPENTINA	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 9
GERMED FARMACEUTICA LTDA	1058310190034	7896004786889	GABAPENTINA	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 18
GERMED FARMACEUTICA LTDA	1058310190042	7896004727035	GABAPENTINA	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 27
GERMED FARMACEUTICA LTDA	1058310190050	7896004786896	GABAPENTINA	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
GERMED FARMACEUTICA LTDA	1058310190069	7896004786902	GABAPENTINA	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 54
GERMED FARMACEUTICA LTDA	1058310190077	7896004786919	GABAPENTINA	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 100
BIOLAB SANUS FARMACEUTICA LTDA	1097402820019	7896112401896	EMPAK	300 MG CAP DURA CT BL AL PLAS TRANS X 10
BIOLAB SANUS FARMACEUTICA LTDA	1097402820035	7896112401902	EMPAK	300 MG CAP DURA CT BL AL PLAS TRANS X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097402820043	7896112401919	EMPAK	400 MG CAP DURA CT BL AL PLAS TRANS X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097402910034	7898146820582	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS TRANS X 30
BIOLAB SANUS FARMACEUTICA LTDA	1097402910042	7898146820612	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS TRANS X 30
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP	1103902010057	7895005807562	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS OPC X 60
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP	1103902010235	7895005807579	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS OPC X 60
UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.	1153500070019	7891268116830	NEURONTIN	300 MG CAP DURA CT BL AL PLAS TRANS X 10 
UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.	1153500070035	7908236800803	NEURONTIN	300 MG CAP DURA CT BL AL PLAS TRANS X 30
UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.	1153500070061	7908236800810	NEURONTIN	400 MG CAP DURA CT BL AL PLAS TRANS X 30
UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.	1153500070116	7908236800827	NEURONTIN	600 MG COM REV CT BL AL PLAS TRANS X 27
RANBAXY FARMACÊUTICA LTDA	1235201410177	7897076923080	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS TRANS X 200
RANBAXY FARMACÊUTICA LTDA	1235201410185	7897076923097	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS TRANS X 500
RANBAXY FARMACÊUTICA LTDA	1235201410193	7897076923103	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS TRANS  X 200
RANBAXY FARMACÊUTICA LTDA	1235201410207	7897076923110	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS TRANS  X 500
PRATI DONADUZZI & CIA LTDA	1256802380021	7899547514315	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS TRANS X 30
PRATI DONADUZZI & CIA LTDA	1256802380038	7899547514322	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS TRANS X 60
PRATI DONADUZZI & CIA LTDA	1256802380054	7899547514346	GABAPENTINA	300 MG CAP DURA CT BL AL PLAS TRANS X 300
PRATI DONADUZZI & CIA LTDA	1256802380089	7899547514377	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS TRANS X 30
PRATI DONADUZZI & CIA LTDA	1256802380097	7899547514384	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS TRANS X 60
PRATI DONADUZZI & CIA LTDA	1256802380119	7899547514407	GABAPENTINA	400 MG CAP DURA CT BL AL PLAS TRANS X 300
PRATI DONADUZZI & CIA LTDA	1256802960018	7899547533606	GAPEM	300 MG CAP DURA CT BL AL PLAS TRANS X 15
PRATI DONADUZZI & CIA LTDA	1256802960026	7899547533613	GAPEM	300 MG CAP DURA CT BL AL PLAS TRANS X 30
PRATI DONADUZZI & CIA LTDA	1256802960034	7899547533620	GAPEM	300 MG CAP DURA CT BL AL PLAS TRANS X 60
PRATI DONADUZZI & CIA LTDA	1256802960085	7899547533675	GAPEM	400 MG CAP DURA CT BL AL PLAS TRANS X 30
PRATI DONADUZZI & CIA LTDA	1256802960093	7899547533682	GAPEM	400 MG CAP DURA CT BL AL PLAS TRANS X 60
EMS SIGMA PHARMA LTDA	1356907430015	7894916517751	GABANEURIN	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 6
EMS SIGMA PHARMA LTDA	1356907430023	7894916517768	GABANEURIN	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 9
EMS SIGMA PHARMA LTDA	1356907430031	7894916517775	GABANEURIN	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 18
EMS SIGMA PHARMA LTDA	1356907430041	7894916506847	GABANEURIN	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 27
EMS SIGMA PHARMA LTDA	1356907430058	7894916517782	GABANEURIN	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS SIGMA PHARMA LTDA	1356907430066	7894916517799	GABANEURIN	600MG COM REV CT BL AL PLAS PVC/PVDC OPC X 54
EMS SIGMA PHARMA LTDA	1356907440010	7894916517874	GABANEURIN	300 MG CAP DURA CT BL AL PLAS OPC X 10  
EMS SIGMA PHARMA LTDA	1356907440029	7894916517881	GABANEURIN	300 MG CAP DURA CT BL AL PLAS OPC X 20
EMS SIGMA PHARMA LTDA	1356907440037	7894916503556	GABANEURIN	300 MG CAP DURA CT BL AL PLAS OPC X 30
EMS SIGMA PHARMA LTDA	1356907440045	7894916517898	GABANEURIN	300 MG CAP DURA CT BL AL PLAS OPC X 40
EMS SIGMA PHARMA LTDA	1356907440053	7894916517904	GABANEURIN	300 MG CAP DURA CT BL AL PLAS OPC X 60
EMS SIGMA PHARMA LTDA	1356907440071	7894916517911	GABANEURIN	400 MG CAP DURA CT BL AL PLAS OPC X 10   
EMS SIGMA PHARMA LTDA	1356907440088	7894916517928	GABANEURIN	400 MG CAP DURA CT BL AL PLAS OPC X 20
EMS SIGMA PHARMA LTDA	1356907440096	7894916503563	GABANEURIN	400 MG CAP DURA CT BL AL PLAS OPC X 30
EMS SIGMA PHARMA LTDA	1356907440101	7894916517935	GABANEURIN	400 MG CAP DURA CT BL AL PLAS OPC X 40
EMS SIGMA PHARMA LTDA	1356907440118	7894916517942	GABANEURIN	400 MG CAP DURA CT BL AL PLAS OPC X 60
PHARLAB INDÚSTRIA FARMACÊUTICA S.A.	1410706150021	7898216360482	GABAPENTINA	300 MG CAP DURA CT BL AL AL X 30
CIMED INDUSTRIA S.A	1438102480026	7896523200262	GABAPENTINA	300 MG CAP DURA CT BL AL AL X 30
AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA	1516700420022	7898361882020	GABAPENTINA	300 MG CAP DURA CT BL AL AL X 30
GEOLAB INDÚSTRIA FARMACÊUTICA S/A	1542303180016	7899095201996	ORBIFLOX	3 MG/ML SOL GOT OFT CT FR GOT PLAS PEBD/PEAD OPC X 5 ML
ALLERGAN PRODUTOS FARMACÊUTICOS LTDA	1014701750011	7897316805619	ZYPRED	3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 3 ML
ALLERGAN PRODUTOS FARMACÊUTICOS LTDA	1014701750028	7897316805442	ZYPRED	3 MG/ML + 10 MG/ML SUS OFT CT FR GOT PLAS OPC X 6 ML 
VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA	1640000140018	7898920500648	NOVOPHOS	216 MG/ML SOL INJ IV CT FA VD AMB X 20 ML
VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA	1640000140026	7898920500655	NOVOPHOS	216 MG/ML SOL INJ IV CX 10 FA VD AMB X 20 ML
FRESENIUS KABI BRASIL LTDA	1004102230011	7899498609085	HALOPERIDOL	5 MG/ML SOL INJ IM CX 5 AMP VD AMB X 1 ML
FRESENIUS KABI BRASIL LTDA	1004102230021	7899498608996	HALOPERIDOL	5 MG/ML SOL INJ IM CX 25 AMP VD AMB X 1 ML
INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA	1006303030040	7897406122091	HALOPERIDOL	5 MG COM CT BL AL PLAS TRANS X 20
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029800200229	7896676405170	HALO	1 MG COM CX BL AL PLAS TRANS X 200
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029800200253	7896676405194	HALO	5 MG COM CT BL AL PLAS TRANS X 200
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029800200288	7896676405156	HALO	5 MG/ML SOL INJ IM CX 50 AMP VD AMB X 1 ML
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029800200301	7896676405149	HALO	2 MG/ML SOL GOT OR CX 10 FR GOT PLAS OPC X 20 ML
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029800200326	7896676431285	HALO	5 MG/ML SOL INJ IM CX 25 AMP VD AMB X 1 ML
HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA	1038700850018	7898122914731	HYPORIDROL	5 MG/ML SOL INJ IM CX 50 AMP VD AMB X 1 ML
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049701910095	7896006260370	UNI HALOPER	5 MG/ML SOL INJ CX 50 AMP VD AMB X 1 ML (EMB HOSP)
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049712080013	7896006262879	HALOPERIDOL	2 MG/ML SOL OR CT FR GOT PLAS PEBD OPC X 20 ML
UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A	1049714890039	7896006219293	UNI HALOPER	5 MG COM CT BL AL PLAS PVC/PVDC  TRANS X 200
FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP	1103900390103	7895005800556	FURP-HALOPERIDOL	5 MG COM CX 25 BL AL PLAS TRANS X 20
JANSSEN-CILAG FARMACEUTICA LTDA	1123600110010	7896212479603	HALDOL	5 MG COM CT BL AL PLAS TRANS X 20
JANSSEN-CILAG FARMACEUTICA LTDA	1123600110053	7896212479054	HALDOL	1 MG COM CT BL AL PLAS TRANS X 20
JANSSEN-CILAG FARMACEUTICA LTDA	1123600110185	7896212420629	HALDOL	2 MG/ML SOL GOT OR CT FR GOT PLAS OPC X 30 ML
MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA	1642500090016	7898953165401	HALDOL	1 MG COM CT BL AL PLAS TRANS X 20
MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA	1642500090024	7898953165425	HALDOL	5 MG COM CT BL AL PLAS TRANS X 20
MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA	1642500090032	7898953165432	HALDOL	2 MG/ML SOL GOT OR CT FR GOT PLAS OPC X 30 ML
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029802220022	7896676400397	TANOHALO	1 ML/ML SOL INAL CT FR VD AMB X 250 ML
EUROFARMA LABORATORIOS S.A.	1004311910041	7891317191771	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS OPC X 30
EUROFARMA LABORATORIOS S.A.	1004311910104	7891317191788	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS OPC X 30
EUROFARMA LABORATORIOS S.A.	1004311910163	7891317191795	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL AL PLAS OPC X 30
EUROFARMA LABORATORIOS S.A.	1004311950025	7891317193232	QUET	25 MG COM REV CT BL AL PLAS OPC X 15
EUROFARMA LABORATORIOS S.A.	1004311950041	7891317191689	QUET	25 MG COM REV CT BL AL PLAS OPC X 30
EUROFARMA LABORATORIOS S.A.	1004311950084	7891317193249	QUET	100 MG COM REV CT BL AL PLAS OPC X 15
EUROFARMA LABORATORIOS S.A.	1004311950106	7891317191696	QUET	100 MG COM REV CT BL AL PLAS OPC X 30
EUROFARMA LABORATORIOS S.A.	1004311950165	7891317191702	QUET	200 MG COM REV CT BL AL PLAS OPC X 30
EUROFARMA LABORATORIOS S.A.	1004311950191	7891317038977	QUET	25 MG COM REV CT BL AL PLAS OPC X 60
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004704920032	7897595617507	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS TRANS X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004704920040	7897595616968	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS TRANS X 60
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004704920083	7897595617538	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV OR CT BL AL PLAS TRANS X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004704920131	7897595617026	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV OR CT BL AL PLAS TRANS X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004704960018	7897595635822	NEOTIAPIM	25 MG COM REV CT BL AL PLAS TRANS X 14  
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004704960034	7897595635839	NEOTIAPIM	25 MG COM REV CT BL AL PLAS TRANS X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004704960069	7897595635853	NEOTIAPIM	100 MG COM REV CT BL AL PLAS TRANS X 14 
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004704960085	7897595635860	NEOTIAPIM	100 MG COM REV CT BL AL PLAS TRANS X 30
SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA	1004704960131	7897595635877	NEOTIAPIM	200 MG COM REV CT BL AL PLAS TRANS X 30
NOVARTIS BIOCIENCIAS S.A	1006811620039	7897595637215	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS TRANS X 30
NOVARTIS BIOCIENCIAS S.A	1006811620081	7897595637260	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS TRANS X 30
EMS S/A	1023510170026	7896004730363	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 14
EMS S/A	1023510170042	7896004748214	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS S/A	1023510170182	7896004730370	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS S/A	1023510170271	7896004730387	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
EMS S/A	1023510170311	7896004794310	HEMIFUMARATO DE QUETIAPINA	300 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029803800014	7896676416770	QUETIPIN	25 MG COM REV CT BL AL PLAS TRANS X 14 
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029803800022	7896676416787	QUETIPIN	25 MG COM REV CT BL AL PLAS TRANS X 28
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029803800057	7896676416817	QUETIPIN	100 MG COM REV CT BL AL PLAS TRANS X 28
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029803800081	7896676416848	QUETIPIN	200 MG COM REV CT BL AL PLAS TRANS X 28
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029803800103	7896676424607	QUETIPIN	25 MG COM REV CT BL AL PLAS TRANS X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029803800111	7896676424614	QUETIPIN	100 MG COM REV CT BL AL PLAS TRANS X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029803800121	7896676424621	QUETIPIN	200 MG COM REV CT BL AL PLAS TRANS X 30
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029803800154	7896676421354	QUETIPIN	300 MG COM REV CT BL AL PLAS PVC TRANS X 200
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029805960019	7896676441871	QUETIPIN SO	12,5 MG/ML PO SUS OR CT FR PLAS PEAD OPC + DIL FR VD AMB X 60 ML + SER DOS
CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.	1029805960027	7896676441895	QUETIPIN SO	25 MG/ML PO SUS OR CT FR PLAS PEAD OPC + DIL FR VD AMB X 60 ML + SER DOS
LABORATORIO TEUTO BRASILEIRO S/A	1037005960171	7896112163732	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PVC OPC X 280 (EMB HOSP)
LABORATORIO TEUTO BRASILEIRO S/A	1037005960414	7896112121282	HEMIFUMARATO DE QUETIAPINA	25 MG COM REV CT BL AL PVC OPC X 30
LABORATORIO TEUTO BRASILEIRO S/A	1037005960511	7896112121114	HEMIFUMARATO DE QUETIAPINA	100 MG COM REV CT BL AL PVC OPC X 30
LABORATORIO TEUTO BRASILEIRO S/A	1037005960619	7896112121039	HEMIFUMARATO DE QUETIAPINA	200 MG COM REV CT BL AL PVC OPC X 30
SUPERA FARMA LABORATÓRIOS S.A	1037202470071	7899420502989	ATIP XR	200 MG COM REV LIB PROL CT BL AL PLAS PVC/EVOH/ACLAR TRANS X 10
SUPERA FARMA LABORATÓRIOS S.A	1037202470088	7899420502965	ATIP XR	200 MG COM REV LIB PROL CT BL AL PLAS PVC/EVOH/ACLAR TRANS X 30
SUPERA FARMA LABORATÓRIOS S.A	1037202470134	7899420503955	ATIP XR	300 MG COM REV LIB PROL CT BL AL PLAS PVC/EVOH/ACLAR TRANS X 10
SUPERA FARMA LABORATÓRIOS S.A	1037202470142	7899420502972	ATIP XR	300 MG COM REV LIB PROL CT BL AL PLAS PVC/EVOH/ACLAR TRANS X 30
SUPERA FARMA LABORATÓRIOS S.A	1037203200017	7899420509544	ATIP	12,5 MG/ML PO SUS OR CT FR PLAS PEAD OPC + DIL FR VD AMB X 60 ML + SER DOS
SUPERA FARMA LABORATÓRIOS S.A	1037203200025	7899420509568	ATIP	25 MG/ML PO SUS OR CT FR PLAS PEAD OPC + DIL FR VD AMB X 60 ML + SER DOS
FARMOQUÍMICA S/A	1039001940016	7898040325817	TRACOX	25 MG COM REV CT BL AL PLAS OPC X 7
FARMOQUÍMICA S/A	1039001940024	7898040325770	TRACOX	25 MG COM REV CT BL AL PLAS OPC X 15
FARMOQUÍMICA S/A	1039001940032	7898040325787	TRACOX	25 MG COM REV CT BL AL PLAS OPC X 30
FARMOQUÍMICA S/A	1039001940040	7898040325930	TRACOX	25 MG COM REV CT BL AL PLAS OPC X 60
FARMOQUÍMICA S/A	1039001940059	7898040325947	TRACOX	25 MG COM REV CT BL AL PLAS OPC X 100
FARMOQUÍMICA S/A	1039001940067	7898040325824	TRACOX	100 MG COM REV CT BL AL PLAS OPC X 7
FARMOQUÍMICA S/A	1039001940075	7898040325954	TRACOX	100 MG COM REV CT BL AL PLAS OPC X 15
FARMOQUÍMICA S/A	1039001940083	7898040325794	TRACOX	100 MG COM REV CT BL AL PLAS OPC X 30
FARMOQUÍMICA S/A	1039001940091	7898040325961	TRACOX	100 MG COM REV CT BL AL PLAS OPC X 60
FARMOQUÍMICA S/A	1039001940105	7898040325978	TRACOX	100 MG COM REV CT BL AL PLAS OPC X 100
FARMOQUÍMICA S/A	1039001940113	7898040325831	TRACOX	200 MG COM REV CT BL AL PLAS OPC X 7
FARMOQUÍMICA S/A	1039001940121	7898040325985	TRACOX	200 MG COM REV CT BL AL PLAS OPC X 15
FARMOQUÍMICA S/A	1039001940131	7898040325800	TRACOX	200 MG COM REV CT BL AL PLAS OPC X 30
FARMOQUÍMICA S/A	1039001940148	7898040325992	TRACOX	200 MG COM REV CT BL AL PLAS OPC X 60
FARMOQUÍMICA S/A	1039001940156	7898040326005	TRACOX	200 MG COM REV CT BL AL PLAS OPC X 100
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304040011	7896658015151	QUETROS	25 MG COM REV CT BL AL PLAS OPC X 15
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304040028	7896658015168	QUETROS	25 MG COM REV CT BL AL PLAS OPC X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304040036	7896658015182	QUETROS	100 MG COM REV CT BL AL PLAS OPC X 15
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304040044	7896658015212	QUETROS	100 MG COM REV CT BL AL PLAS OPC X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304040060	7896658015205	QUETROS	200 MG COM REV CT BL AL PLAS OPC X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304040109	7896658038549	QUETROS	25 MG COM REV CT BL AL PLAS OPC X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304040117	7896658039997	QUETROS	100 MG COM REV CT BL AL PLAS OPC X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057304040125	7896658040085	QUETROS	200 MG COM REV CT BL AL PLAS OPC X 60
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307950017	7896658040047	MENSYVA	25 MG COM REV CT BL AL PLAS OPC X 15
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307950025	7896658039270	MENSYVA	25 MG COM REV CT BL AL PLAS OPC X 30
ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A	1057307950033	7896658040054	MENSYVA	100 MG COM REV CT BL AL PLAS OPC X 15
